ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
151,ENSG00000269556.7,TMEM185A,chrX,-,149603986,149604070,149600302,149600479,149608626,149608834,151,63,0,,,150,75,,,1,,,ENSG00000269556
152,ENSG00000269556.7,TMEM185A,chrX,-,149608626,149608834,149603708,149604070,149611286,149611463,152,64,0,,,150,75,,,1,,,ENSG00000269556
153,ENSG00000269556.7,TMEM185A,chrX,-,149611286,149611463,149608626,149608834,149631542,149631698,153,63,1,,,150,75,,,0.969,,,ENSG00000269556
993,ENSG00000100109.16,TFIP11,chr22,-,26510616,26510667,26510063,26510281,26512098,26512175,993,28,0,,,126,75,,,1,,,ENSG00000100109
994,ENSG00000100109.16,TFIP11,chr22,-,26510616,26510692,26510063,26510281,26512098,26512175,994,33,0,,,150,75,,,1,,,ENSG00000100109
995,ENSG00000100109.16,TFIP11,chr22,-,26510616,26510702,26510063,26510281,26512098,26512175,995,47,0,,,150,75,,,1,,,ENSG00000100109
996,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511153,26510616,26510702,26512098,26512175,996,10,14,,,110,75,,,0.328,,,ENSG00000100109
997,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511195,26510616,26510667,26512098,26512175,997,2,2,,,150,75,,,0.333,,,ENSG00000100109
998,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511195,26510616,26510702,26512098,26512175,998,12,14,,,150,75,,,0.3,,,ENSG00000100109
999,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511317,26510616,26510702,26512098,26512175,999,13,14,,,150,75,,,0.317,,,ENSG00000100109
1027,ENSG00000100058.12,CRYBB2P1,chr22,+,25455711,25455840,25448104,25448284,25457258,25457401,1027,116,1,,,150,75,,,0.983,,,ENSG00000100058
1503,ENSG00000125520.13,SLC2A4RG,chr20,+,63741868,63742056,63741369,63741479,63742129,63742166,1503,144,3,,,150,75,,,0.96,,,ENSG00000125520
1747,ENSG00000101052.12,IFT52,chr20,+,43618242,43618353,43613898,43613976,43618939,43619026,1747,11,47,,,150,75,,,0.105,,,ENSG00000101052
1748,ENSG00000101052.12,IFT52,chr20,+,43620856,43620925,43618939,43619026,43623890,43624045,1748,155,1,,,144,75,,,0.988,,,ENSG00000101052
1749,ENSG00000101052.12,IFT52,chr20,+,43642478,43642624,43637144,43637253,43646935,43647222,1749,201,0,,,150,75,,,1,,,ENSG00000101052
1940,ENSG00000101391.20,CDK5RAP1,chr20,-,33360350,33360491,33358838,33359123,33366858,33367005,1940,184,10,,,150,75,,,0.902,,,ENSG00000101391
1941,ENSG00000101391.20,CDK5RAP1,chr20,-,33372641,33372697,33370498,33370629,33374114,33374212,1941,141,1,,,131,75,,,0.988,,,ENSG00000101391
1942,ENSG00000101391.20,CDK5RAP1,chr20,-,33374114,33374212,33370498,33370629,33385649,33385770,1942,1,0,,,150,75,,,1,,,ENSG00000101391
1943,ENSG00000101391.20,CDK5RAP1,chr20,-,33374114,33374212,33372641,33372697,33379460,33379691,1943,154,2,,,150,75,,,0.975,,,ENSG00000101391
1944,ENSG00000101391.20,CDK5RAP1,chr20,-,33374114,33374212,33372641,33372697,33401427,33401452,1944,64,0,,,150,75,,,1,,,ENSG00000101391
1945,ENSG00000101391.20,CDK5RAP1,chr20,-,33379460,33379691,33372641,33372697,33401427,33401478,1945,2,0,,,150,75,,,1,,,ENSG00000101391
1946,ENSG00000101391.20,CDK5RAP1,chr20,-,33379460,33379691,33374114,33374212,33385649,33385770,1946,140,0,,,150,75,,,1,,,ENSG00000101391
1947,ENSG00000101391.20,CDK5RAP1,chr20,-,33379460,33379691,33374114,33374212,33401427,33401478,1947,91,1,,,150,75,,,0.978,,,ENSG00000101391
1948,ENSG00000101391.20,CDK5RAP1,chr20,-,33383479,33383521,33379460,33379691,33385649,33385770,1948,2,49,,,117,75,,,0.025,,,ENSG00000101391
1949,ENSG00000101391.20,CDK5RAP1,chr20,-,33385649,33385770,33374114,33374212,33401427,33401452,1949,2,1,,,150,75,,,0.5,,,ENSG00000101391
1950,ENSG00000101391.20,CDK5RAP1,chr20,-,33385649,33385770,33379460,33379691,33401427,33401452,1950,51,0,,,150,75,,,1,,,ENSG00000101391
1951,ENSG00000101391.20,CDK5RAP1,chr20,-,33387322,33387533,33385649,33385770,33392141,33392242,1951,91,5,,,150,75,,,0.901,,,ENSG00000101391
1952,ENSG00000101391.20,CDK5RAP1,chr20,-,33392141,33392242,33385649,33385770,33401427,33401452,1952,6,2,,,150,75,,,0.6,,,ENSG00000101391
1953,ENSG00000101391.20,CDK5RAP1,chr20,-,33394031,33394066,33374114,33374212,33401427,33401479,1953,0,1,,,110,75,,,0,,,ENSG00000101391
1954,ENSG00000101391.20,CDK5RAP1,chr20,-,33394031,33394066,33392141,33392242,33401427,33401479,1954,11,1,,,110,75,,,0.882,,,ENSG00000101391
1955,ENSG00000101391.20,CDK5RAP1,chr20,-,33395012,33395116,33394031,33394066,33401427,33401505,1955,42,0,,,150,75,,,1,,,ENSG00000101391
1956,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33396936,33395012,33395116,33401427,33401517,1956,41,2,,,150,75,,,0.911,,,ENSG00000101391
1957,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33397084,33395012,33395116,33401427,33401561,1957,58,2,,,150,75,,,0.935,,,ENSG00000101391
