ID,GeneID,geneSymbol,chr,strand,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
26,ENSG00000269556.7,TMEM185A,chrX,-,149608626,149608834,149608626,149608829,149611286,149611463,26,28,4,,,80,75,,,0.868,,,ENSG00000269556
167,ENSG00000100109.16,TFIP11,chr22,-,26501899,26502094,26501899,26502052,26503665,26503793,167,0,89,,,117,75,,,0,,,ENSG00000100109
168,ENSG00000100109.16,TFIP11,chr22,-,26510616,26510702,26510616,26510667,26511118,26511195,168,27,0,,,110,75,,,1,,,ENSG00000100109
169,ENSG00000100109.16,TFIP11,chr22,-,26510616,26510702,26510616,26510692,26512098,26512175,169,30,0,,,85,75,,,1,,,ENSG00000100109
170,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511195,26511118,26511153,26512098,26512175,170,16,0,,,117,75,,,1,,,ENSG00000100109
171,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511317,26511118,26511153,26512098,26512175,171,11,0,,,150,75,,,1,,,ENSG00000100109
172,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511317,26511118,26511195,26512098,26512175,172,6,10,,,150,75,,,0.231,,,ENSG00000100109
332,ENSG00000101391.20,CDK5RAP1,chr20,-,33366858,33367008,33366858,33367005,33370498,33370629,332,92,1,,,78,75,,,0.989,,,ENSG00000101391
1291,ENSG00000213024.11,NUP62,chr19,-,49911104,49911366,49911104,49911343,49927693,49927815,1291,8,0,,,98,75,,,1,,,ENSG00000213024
1292,ENSG00000213024.11,NUP62,chr19,-,49911104,49911366,49911104,49911231,49927693,49927848,1292,15,0,,,150,75,,,1,,,ENSG00000213024
1293,ENSG00000213024.11,NUP62,chr19,-,49927693,49927848,49927693,49927815,49929325,49929465,1293,7,13,,,108,75,,,0.272,,,ENSG00000213024
1347,ENSG00000090905.18,TNRC6A,chr16,+,24805604,24805733,24805673,24805733,24805013,24805151,1347,102,8,,,144,75,,,0.869,,,ENSG00000090905
1434,ENSG00000140983.13,RHOT2,chr16,+,668352,668411,668357,668411,668150,668236,1434,58,1,,,80,75,,,0.982,,,ENSG00000140983
1435,ENSG00000140983.13,RHOT2,chr16,+,668487,668699,668655,668699,668352,668411,1435,58,5,,,150,75,,,0.853,,,ENSG00000140983
1436,ENSG00000140983.13,RHOT2,chr16,+,668487,668699,668658,668699,668352,668411,1436,62,4,,,150,75,,,0.886,,,ENSG00000140983
1437,ENSG00000140983.13,RHOT2,chr16,+,668655,668699,668658,668699,668352,668411,1437,9,4,,,78,75,,,0.684,,,ENSG00000140983
1438,ENSG00000140983.13,RHOT2,chr16,+,670248,670357,670265,670357,670122,670175,1438,78,9,,,92,75,,,0.876,,,ENSG00000140983
1439,ENSG00000140983.13,RHOT2,chr16,+,670888,671000,670891,671000,670674,670773,1439,11,72,,,78,75,,,0.128,,,ENSG00000140983
1440,ENSG00000140983.13,RHOT2,chr16,+,671082,671203,671114,671203,670891,671000,1440,91,10,,,107,75,,,0.864,,,ENSG00000140983
1648,ENSG00000103994.16,ZNF106,chr15,-,42439032,42439813,42439032,42439552,42442072,42442414,1648,478,118,,,150,75,,,0.669,,,ENSG00000103994
1714,ENSG00000108799.12,EZH1,chr17,-,42706006,42706185,42706006,42706113,42707957,42708083,1714,93,2,,,147,75,,,0.96,,,ENSG00000108799
2224,ENSG00000076108.11,BAZ2A,chr12,-,56600942,56601098,56600942,56601086,56601179,56601402,2224,69,1,,,87,75,,,0.983,,,ENSG00000076108
2225,ENSG00000076108.11,BAZ2A,chr12,-,56606246,56606395,56606246,56606312,56606632,56606733,2225,0,68,,,150,75,,,0,,,ENSG00000076108
2226,ENSG00000076108.11,BAZ2A,chr12,-,56609735,56609946,56609735,56609937,56610113,56610215,2226,42,1,,,84,75,,,0.974,,,ENSG00000076108
2227,ENSG00000076108.11,BAZ2A,chr12,-,56610408,56610539,56610408,56610517,56611572,56611633,2227,2,33,,,97,75,,,0.045,,,ENSG00000076108
2602,ENSG00000131626.16,PPFIA1,chr11,+,70372211,70372390,70372214,70372390,70362287,70362488,2602,4,29,,,78,75,,,0.117,,,ENSG00000131626
2603,ENSG00000131626.16,PPFIA1,chr11,+,70372211,70372390,70372214,70372390,70365372,70365435,2603,2,10,,,78,75,,,0.161,,,ENSG00000131626
2604,ENSG00000131626.16,PPFIA1,chr11,+,70372211,70372390,70372214,70372390,70365940,70365967,2604,0,0,,,78,75,,,,,,ENSG00000131626
2958,ENSG00000018189.12,RUFY3,chr4,+,70793764,70793904,70793784,70793904,70789494,70789592,2958,2,17,,,95,75,,,0.085,,,ENSG00000018189
3209,ENSG00000143748.17,NVL,chr1,-,224313049,224313155,224313049,224313151,224317693,224317793,3209,0,1,,,79,75,,,0,,,ENSG00000143748
3210,ENSG00000143748.17,NVL,chr1,-,224317693,224317793,224317693,224317786,224317877,224317930,3210,13,0,,,82,75,,,1,,,ENSG00000143748
3211,ENSG00000143748.17,NVL,chr1,-,224317877,224317930,224317877,224317925,224326390,224326464,3211,11,0,,,80,75,,,1,,,ENSG00000143748
