ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
31,ENSG00000269556.7,TMEM185A,chrX,-,149596556,149598255,149596556,149597182,149597260,149598255,31,65,0,,,150,75,,,1,,,ENSG00000269556
196,ENSG00000125520.13,SLC2A4RG,chr20,+,63741868,63742230,63741868,63742056,63742129,63742230,196,19,270,,,148,75,,,0.034,,,ENSG00000125520
697,ENSG00000105426.16,PTPRS,chr19,-,5218419,5219467,5218419,5218532,5219309,5219467,697,23,24,,,150,75,,,0.324,,,ENSG00000105426
964,ENSG00000213024.11,NUP62,chr19,-,49908104,49909884,49908104,49908745,49908973,49909884,964,119,2,,,150,75,,,0.967,,,ENSG00000213024
965,ENSG00000213024.11,NUP62,chr19,-,49927693,49929504,49927693,49927815,49929325,49929504,965,56,9,,,150,75,,,0.757,,,ENSG00000213024
966,ENSG00000213024.11,NUP62,chr19,-,49927693,49929504,49927693,49927848,49929325,49929504,966,54,0,,,150,75,,,1,,,ENSG00000213024
1030,ENSG00000090905.18,TNRC6A,chr16,+,24805013,24805733,24805013,24805151,24805604,24805733,1030,6,44,,,150,75,,,0.064,,,ENSG00000090905
1031,ENSG00000090905.18,TNRC6A,chr16,+,24805013,24805733,24805013,24805151,24805673,24805733,1031,44,14,,,150,75,,,0.611,,,ENSG00000090905
1110,ENSG00000140983.13,RHOT2,chr16,+,668352,668569,668352,668411,668487,668569,1110,31,60,,,150,75,,,0.205,,,ENSG00000140983
1111,ENSG00000140983.13,RHOT2,chr16,+,668352,668699,668352,668411,668655,668699,1111,45,0,,,150,75,,,1,,,ENSG00000140983
1112,ENSG00000140983.13,RHOT2,chr16,+,668352,668699,668352,668569,668655,668699,1112,43,91,,,150,75,,,0.191,,,ENSG00000140983
1113,ENSG00000140983.13,RHOT2,chr16,+,668352,668699,668352,668411,668658,668699,1113,45,0,,,150,75,,,1,,,ENSG00000140983
1114,ENSG00000140983.13,RHOT2,chr16,+,668655,670175,668655,668699,670122,670175,1114,26,6,,,150,75,,,0.684,,,ENSG00000140983
1115,ENSG00000140983.13,RHOT2,chr16,+,669552,670175,669552,669606,670122,670175,1115,27,109,,,150,75,,,0.11,,,ENSG00000140983
1116,ENSG00000140983.13,RHOT2,chr16,+,670122,670357,670122,670175,670248,670357,1116,1,149,,,148,75,,,0.003,,,ENSG00000140983
1117,ENSG00000140983.13,RHOT2,chr16,+,670122,670357,670122,670175,670265,670357,1117,37,10,,,150,75,,,0.649,,,ENSG00000140983
1118,ENSG00000140983.13,RHOT2,chr16,+,670891,671203,670891,671000,671082,671203,1118,184,34,,,150,75,,,0.73,,,ENSG00000140983
1119,ENSG00000140983.13,RHOT2,chr16,+,670891,671203,670891,671000,671114,671203,1119,226,4,,,150,75,,,0.966,,,ENSG00000140983
1120,ENSG00000140983.13,RHOT2,chr16,+,671859,672181,671859,672002,672083,672181,1120,13,264,,,150,75,,,0.024,,,ENSG00000140983
1121,ENSG00000140983.13,RHOT2,chr16,+,672253,672566,672253,672384,672488,672566,1121,52,176,,,150,75,,,0.129,,,ENSG00000140983
1122,ENSG00000140983.13,RHOT2,chr16,+,672253,672825,672253,672566,672702,672825,1122,4,234,,,150,75,,,0.008,,,ENSG00000140983
1659,ENSG00000076108.11,BAZ2A,chr12,-,56604584,56605327,56604584,56604799,56605072,56605327,1659,27,36,,,150,75,,,0.273,,,ENSG00000076108
1660,ENSG00000076108.11,BAZ2A,chr12,-,56615013,56615607,56615013,56615128,56615218,56615607,1660,58,0,,,150,75,,,1,,,ENSG00000076108
3124,ENSG00000164692.17,COL1A2,chr7,+,94426422,94427061,94426422,94426530,94427007,94427061,3124,44,1555,,,150,75,,,0.014,,,ENSG00000164692
3125,ENSG00000164692.17,COL1A2,chr7,+,94427187,94427885,94427187,94427295,94427626,94427885,3125,106,1702,,,150,75,,,0.03,,,ENSG00000164692
3150,ENSG00000076944.15,STXBP2,chr19,+,7642428,7642823,7642428,7642536,7642765,7642823,3150,4,109,,,150,75,,,0.018,,,ENSG00000076944
