ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
117,ENSG00000269556.7,TMEM185A,chrX,-,149603986,149604070,149600302,149600479,149608626,149608834,117,159,0,,,150,75,,,1,,,ENSG00000269556
118,ENSG00000269556.7,TMEM185A,chrX,-,149603986,149604070,149600302,149600479,149631542,149631912,118,75,3,,,150,75,,,0.926,,,ENSG00000269556
119,ENSG00000269556.7,TMEM185A,chrX,-,149608626,149608834,149603708,149604070,149611286,149611463,119,162,0,,,150,75,,,1,,,ENSG00000269556
120,ENSG00000269556.7,TMEM185A,chrX,-,149608626,149608834,149603708,149604070,149631542,149631912,120,98,14,,,150,75,,,0.778,,,ENSG00000269556
121,ENSG00000269556.7,TMEM185A,chrX,-,149611286,149611463,149603986,149604070,149631542,149631698,121,5,14,,,150,75,,,0.152,,,ENSG00000269556
122,ENSG00000269556.7,TMEM185A,chrX,-,149611286,149611463,149608626,149608834,149631542,149631698,122,69,0,,,150,75,,,1,,,ENSG00000269556
738,ENSG00000100109.16,TFIP11,chr22,-,26510616,26510692,26510063,26510281,26512098,26512175,738,55,0,,,150,75,,,1,,,ENSG00000100109
739,ENSG00000100109.16,TFIP11,chr22,-,26510616,26510702,26510063,26510281,26512098,26512175,739,78,0,,,150,75,,,1,,,ENSG00000100109
740,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511153,26510616,26510702,26512098,26512175,740,0,23,,,110,75,,,0,,,ENSG00000100109
741,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511195,26510616,26510702,26512098,26512175,741,0,23,,,150,75,,,0,,,ENSG00000100109
742,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511317,26510616,26510702,26512098,26512175,742,0,23,,,150,75,,,0,,,ENSG00000100109
1109,ENSG00000125520.13,SLC2A4RG,chr20,+,63741868,63742056,63741369,63741479,63742129,63742166,1109,472,0,,,150,75,,,1,,,ENSG00000125520
1302,ENSG00000101052.12,IFT52,chr20,+,43618242,43618353,43613898,43613976,43618939,43619026,1302,2,56,,,150,75,,,0.018,,,ENSG00000101052
1303,ENSG00000101052.12,IFT52,chr20,+,43642478,43642624,43637144,43637253,43646935,43647222,1303,202,0,,,150,75,,,1,,,ENSG00000101052
1443,ENSG00000101391.20,CDK5RAP1,chr20,-,33379460,33379691,33374114,33374212,33385649,33385770,1443,95,0,,,150,75,,,1,,,ENSG00000101391
1444,ENSG00000101391.20,CDK5RAP1,chr20,-,33383479,33383521,33379460,33379691,33385649,33385770,1444,17,31,,,117,75,,,0.26,,,ENSG00000101391
1445,ENSG00000101391.20,CDK5RAP1,chr20,-,33387322,33387533,33385649,33385770,33392141,33392242,1445,75,0,,,150,75,,,1,,,ENSG00000101391
1446,ENSG00000101391.20,CDK5RAP1,chr20,-,33394031,33394066,33392141,33392242,33401427,33401479,1446,39,0,,,110,75,,,1,,,ENSG00000101391
1447,ENSG00000101391.20,CDK5RAP1,chr20,-,33395012,33395116,33394031,33394066,33396760,33396936,1447,139,1,,,150,75,,,0.986,,,ENSG00000101391
1448,ENSG00000101391.20,CDK5RAP1,chr20,-,33395012,33395116,33394031,33394066,33401427,33401505,1448,96,0,,,150,75,,,1,,,ENSG00000101391
1449,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33396936,33394031,33394066,33401427,33401517,1449,1,0,,,150,75,,,1,,,ENSG00000101391
1450,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33396936,33395012,33395116,33401427,33401517,1450,48,5,,,150,75,,,0.828,,,ENSG00000101391
1451,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33397084,33394031,33394066,33401427,33401561,1451,12,0,,,150,75,,,1,,,ENSG00000101391
1452,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33397084,33395012,33395116,33401427,33401561,1452,59,5,,,150,75,,,0.855,,,ENSG00000101391
3778,ENSG00000105426.16,PTPRS,chr19,-,5216719,5216767,5215497,5215595,5218419,5218532,3778,76,55,,,123,75,,,0.457,,,ENSG00000105426
3779,ENSG00000105426.16,PTPRS,chr19,-,5218786,5218798,5218419,5218532,5219309,5219467,3779,57,24,,,87,75,,,0.672,,,ENSG00000105426
3780,ENSG00000105426.16,PTPRS,chr19,-,5229315,5229342,5225726,5225844,5229490,5229684,3780,0,26,,,102,75,,,0,,,ENSG00000105426
3781,ENSG00000105426.16,PTPRS,chr19,-,5256107,5256119,5245775,5246045,5258016,5258127,3781,0,14,,,87,75,,,0,,,ENSG00000105426
5359,ENSG00000213024.11,NUP62,chr19,-,49911104,49911343,49909854,49909884,49927693,49927815,5359,0,41,,,150,75,,,0,,,ENSG00000213024
5360,ENSG00000213024.11,NUP62,chr19,-,49911104,49911366,49909580,49909884,49927693,49927815,5360,0,41,,,150,75,,,0,,,ENSG00000213024
5361,ENSG00000213024.11,NUP62,chr19,-,49911104,49911366,49909580,49909884,49929325,49929504,5361,0,9,,,150,75,,,0,,,ENSG00000213024
5362,ENSG00000213024.11,NUP62,chr19,-,49911104,49911370,49909736,49909884,49929325,49929475,5362,0,9,,,150,75,,,0,,,ENSG00000213024
5363,ENSG00000213024.11,NUP62,chr19,-,49912898,49913159,49911060,49911366,49917607,49917641,5363,0,0,,,150,75,,,,,,ENSG00000213024
5364,ENSG00000213024.11,NUP62,chr19,-,49912898,49913159,49911060,49911366,49927693,49927815,5364,0,0,,,150,75,,,,,,ENSG00000213024
