ID,GeneID,geneSymbol,chr,strand,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
26,ENSG00000269556.7,TMEM185A,chrX,-,149608626,149608834,149608626,149608829,149611286,149611463,26,37,5,,,80,75,,,0.874,,,ENSG00000269556
166,ENSG00000100109.16,TFIP11,chr22,-,26501899,26502094,26501899,26502052,26503665,26503793,166,2,28,,,117,75,,,0.044,,,ENSG00000100109
167,ENSG00000100109.16,TFIP11,chr22,-,26510616,26510702,26510616,26510667,26511118,26511195,167,4,0,,,110,75,,,1,,,ENSG00000100109
168,ENSG00000100109.16,TFIP11,chr22,-,26510616,26510702,26510616,26510692,26512098,26512175,168,10,0,,,85,75,,,1,,,ENSG00000100109
169,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511195,26511118,26511153,26512098,26512175,169,3,0,,,117,75,,,1,,,ENSG00000100109
170,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511317,26511118,26511153,26512098,26512175,170,4,0,,,150,75,,,1,,,ENSG00000100109
171,ENSG00000100109.16,TFIP11,chr22,-,26511118,26511317,26511118,26511195,26512098,26512175,171,2,0,,,150,75,,,1,,,ENSG00000100109
333,ENSG00000101391.20,CDK5RAP1,chr20,-,33366858,33367008,33366858,33367005,33370498,33370629,333,54,3,,,78,75,,,0.945,,,ENSG00000101391
1295,ENSG00000213024.11,NUP62,chr19,-,49911104,49911366,49911104,49911343,49927693,49927815,1295,1,0,,,98,75,,,1,,,ENSG00000213024
1296,ENSG00000213024.11,NUP62,chr19,-,49911104,49911366,49911104,49911231,49927693,49927848,1296,3,0,,,150,75,,,1,,,ENSG00000213024
1297,ENSG00000213024.11,NUP62,chr19,-,49927693,49927848,49927693,49927815,49929325,49929465,1297,9,11,,,108,75,,,0.362,,,ENSG00000213024
1351,ENSG00000090905.18,TNRC6A,chr16,+,24805604,24805733,24805673,24805733,24805013,24805151,1351,84,2,,,144,75,,,0.956,,,ENSG00000090905
1438,ENSG00000140983.13,RHOT2,chr16,+,668352,668411,668357,668411,668150,668236,1438,103,10,,,80,75,,,0.906,,,ENSG00000140983
1439,ENSG00000140983.13,RHOT2,chr16,+,668487,668699,668655,668699,668352,668411,1439,94,2,,,150,75,,,0.959,,,ENSG00000140983
1440,ENSG00000140983.13,RHOT2,chr16,+,668487,668699,668658,668699,668352,668411,1440,97,1,,,150,75,,,0.98,,,ENSG00000140983
1441,ENSG00000140983.13,RHOT2,chr16,+,668655,668699,668658,668699,668352,668411,1441,6,1,,,78,75,,,0.852,,,ENSG00000140983
1442,ENSG00000140983.13,RHOT2,chr16,+,670248,670357,670265,670357,670122,670175,1442,133,26,,,92,75,,,0.807,,,ENSG00000140983
1443,ENSG00000140983.13,RHOT2,chr16,+,670888,671000,670891,671000,670674,670773,1443,2,82,,,78,75,,,0.023,,,ENSG00000140983
1444,ENSG00000140983.13,RHOT2,chr16,+,671082,671203,671114,671203,670891,671000,1444,94,8,,,107,75,,,0.892,,,ENSG00000140983
1660,ENSG00000103994.16,ZNF106,chr15,-,42439032,42439813,42439032,42439552,42442072,42442414,1660,22,5,,,150,75,,,0.688,,,ENSG00000103994
1728,ENSG00000108799.12,EZH1,chr17,-,42706006,42706185,42706006,42706113,42707957,42708083,1728,138,1,,,147,75,,,0.986,,,ENSG00000108799
2240,ENSG00000076108.11,BAZ2A,chr12,-,56600942,56601098,56600942,56601086,56601179,56601402,2240,48,3,,,87,75,,,0.932,,,ENSG00000076108
2241,ENSG00000076108.11,BAZ2A,chr12,-,56606246,56606395,56606246,56606312,56606632,56606733,2241,5,29,,,150,75,,,0.079,,,ENSG00000076108
2242,ENSG00000076108.11,BAZ2A,chr12,-,56609735,56609946,56609735,56609937,56610113,56610215,2242,24,1,,,84,75,,,0.955,,,ENSG00000076108
2243,ENSG00000076108.11,BAZ2A,chr12,-,56610408,56610539,56610408,56610517,56611572,56611633,2243,1,24,,,97,75,,,0.031,,,ENSG00000076108
2622,ENSG00000131626.16,PPFIA1,chr11,+,70372211,70372390,70372214,70372390,70365940,70365967,2622,0,0,,,78,75,,,,,,ENSG00000131626
