ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
30,ENSG00000269556.7,TMEM185A,chrX,-,149596556,149598255,149596556,149597182,149597260,149598255,30,62,0,,,150,75,,,1,,,ENSG00000269556
198,ENSG00000125520.13,SLC2A4RG,chr20,+,63741868,63742230,63741868,63742056,63742129,63742230,198,4,286,,,148,75,,,0.007,,,ENSG00000125520
974,ENSG00000213024.11,NUP62,chr19,-,49908104,49909884,49908104,49908745,49908973,49909884,974,65,8,,,150,75,,,0.802,,,ENSG00000213024
975,ENSG00000213024.11,NUP62,chr19,-,49927693,49929504,49927693,49927815,49929325,49929504,975,74,11,,,150,75,,,0.771,,,ENSG00000213024
976,ENSG00000213024.11,NUP62,chr19,-,49927693,49929504,49927693,49927848,49929325,49929504,976,71,4,,,150,75,,,0.899,,,ENSG00000213024
977,ENSG00000213024.11,NUP62,chr19,-,49927693,49929504,49927693,49927815,49929416,49929504,977,22,2,,,150,75,,,0.846,,,ENSG00000213024
1042,ENSG00000090905.18,TNRC6A,chr16,+,24805013,24805733,24805013,24805151,24805604,24805733,1042,1,38,,,150,75,,,0.013,,,ENSG00000090905
1043,ENSG00000090905.18,TNRC6A,chr16,+,24805013,24805733,24805013,24805151,24805673,24805733,1043,46,2,,,150,75,,,0.92,,,ENSG00000090905
1124,ENSG00000140983.13,RHOT2,chr16,+,668352,668569,668352,668411,668487,668569,1124,19,80,,,150,75,,,0.106,,,ENSG00000140983
1125,ENSG00000140983.13,RHOT2,chr16,+,668352,668699,668352,668411,668655,668699,1125,20,2,,,150,75,,,0.833,,,ENSG00000140983
1126,ENSG00000140983.13,RHOT2,chr16,+,668352,668699,668352,668569,668655,668699,1126,22,128,,,150,75,,,0.079,,,ENSG00000140983
1127,ENSG00000140983.13,RHOT2,chr16,+,668352,668699,668352,668411,668658,668699,1127,23,1,,,150,75,,,0.92,,,ENSG00000140983
1128,ENSG00000140983.13,RHOT2,chr16,+,668655,670175,668655,668699,670122,670175,1128,21,26,,,150,75,,,0.288,,,ENSG00000140983
1129,ENSG00000140983.13,RHOT2,chr16,+,669552,670175,669552,669606,670122,670175,1129,32,94,,,150,75,,,0.145,,,ENSG00000140983
1130,ENSG00000140983.13,RHOT2,chr16,+,670122,670357,670122,670175,670248,670357,1130,19,106,,,148,75,,,0.083,,,ENSG00000140983
1131,ENSG00000140983.13,RHOT2,chr16,+,670122,670357,670122,670175,670265,670357,1131,45,26,,,150,75,,,0.464,,,ENSG00000140983
1132,ENSG00000140983.13,RHOT2,chr16,+,670891,671203,670891,671000,671082,671203,1132,227,37,,,150,75,,,0.754,,,ENSG00000140983
1133,ENSG00000140983.13,RHOT2,chr16,+,670891,671203,670891,671000,671114,671203,1133,254,8,,,150,75,,,0.941,,,ENSG00000140983
1134,ENSG00000140983.13,RHOT2,chr16,+,671859,672181,671859,672002,672083,672181,1134,4,193,,,150,75,,,0.01,,,ENSG00000140983
1135,ENSG00000140983.13,RHOT2,chr16,+,672253,672566,672253,672384,672488,672566,1135,38,199,,,150,75,,,0.087,,,ENSG00000140983
1136,ENSG00000140983.13,RHOT2,chr16,+,672253,672825,672253,672566,672702,672825,1136,48,168,,,150,75,,,0.125,,,ENSG00000140983
1673,ENSG00000076108.11,BAZ2A,chr12,-,56604584,56605327,56604584,56604799,56605072,56605327,1673,66,8,,,150,75,,,0.805,,,ENSG00000076108
1674,ENSG00000076108.11,BAZ2A,chr12,-,56615013,56615607,56615013,56615128,56615218,56615607,1674,48,1,,,150,75,,,0.96,,,ENSG00000076108
3145,ENSG00000164692.17,COL1A2,chr7,+,94426422,94427061,94426422,94426530,94427007,94427061,3145,70,1340,,,150,75,,,0.025,,,ENSG00000164692
3146,ENSG00000164692.17,COL1A2,chr7,+,94427187,94427885,94427187,94427295,94427626,94427885,3146,119,1506,,,150,75,,,0.038,,,ENSG00000164692
3171,ENSG00000076944.15,STXBP2,chr19,+,7642428,7642823,7642428,7642536,7642765,7642823,3171,4,10,,,150,75,,,0.167,,,ENSG00000076944
3172,ENSG00000076944.15,STXBP2,chr19,+,7647161,7647511,7647161,7647247,7647353,7647511,3172,16,15,,,150,75,,,0.348,,,ENSG00000076944
3559,ENSG00000158286.12,RNF207,chr1,+,6209267,6209539,6209267,6209343,6209413,6209539,3559,0,14,,,145,75,,,0,,,ENSG00000158286
3560,ENSG00000158286.12,RNF207,chr1,+,6212681,6213183,6212681,6212733,6213065,6213183,3560,33,8,,,150,75,,,0.673,,,ENSG00000158286
3938,ENSG00000117632.22,STMN1,chr1,-,25901490,25903813,25901490,25901682,25903640,25903813,3938,1,141,,,150,75,,,0.004,,,ENSG00000117632
3986,ENSG00000135829.16,DHX9,chr1,+,182883138,182883368,182883138,182883216,182883319,182883368,3986,280,0,,,150,75,,,1,,,ENSG00000135829
4042,ENSG00000026950.16,BTN3A1,chr6,+,26409893,26410032,26409893,26409914,26410005,26410032,4042,14,38,,,150,75,,,0.156,,,ENSG00000026950
4537,ENSG00000111801.15,BTN3A3,chr6,+,26443956,26445985,26443956,26444304,26445703,26445985,4537,23,15,,,150,75,,,0.434,,,ENSG00000111801
4538,ENSG00000111801.15,BTN3A3,chr6,+,26448247,26448754,26448247,26448448,26448727,26448754,4538,4,1,,,150,75,,,0.667,,,ENSG00000111801
5019,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936136,90936460,5019,0,9,,,150,75,,,0,,,ENSG00000140553
5020,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936284,90936460,5020,3,55,,,150,75,,,0.027,,,ENSG00000140553
5021,ENSG00000140553.17,UNC45A,chr15,+,90948141,90948794,90948141,90948283,90948653,90948794,5021,19,153,,,150,75,,,0.058,,,ENSG00000140553
5022,ENSG00000140553.17,UNC45A,chr15,+,90949653,90950267,90949653,90949720,90950153,90950267,5022,17,145,,,150,75,,,0.055,,,ENSG00000140553
